blame_merge_priorityMinor_mean;Maximum Complexity*;Maximum Depth_count;NumberOfMathOperations_min;NF;NumberOfMathOperations_50%;NumberOfModifiers_count;NumberOfModifiers_75%;HMi;blame_merge_priorityMajor_mean;NumberOfModifiers_min;Bugged;NM;issues_priorityMinor_max;Maximum Depth_max;issues_priorityMajor_count;MaxNumberOfNestedBlocks_std;Maximum Depth_mean;MaxNumberOfNestedBlocks_50%;NumberOfMathOperations_count;issues_priorityMinor_std;PMR;blame_merge_priorityMinor_std;NumberOfMathOperations_mean;MaxNumberOfNestedBlocks_min;Ai;NumberOfModifiers_50%;Maximum Depth_50%;NOPa;PMd;NMI;Mo;blame_merge_priorityMinor_max;Average Complexity*;blame_merge_priorityMinor_count;blame_merge_priorityMajor_min;Maximum Depth_min;issues_priorityMinor_count;Ait;Maximum Depth_std;Maximum Depth_75%;Ad;blame_merge_priorityMajor_max;NumberOfModifiers_25%;issues_priorityMajor_mean;NumberOfMathOperations_std;HMd;Ao;blame_merge_priorityMajor_std;issues_priorityMajor_std;MaxNumberOfNestedBlocks_count;MaxNumberOfNestedBlocks_25%;NumberOfMathOperations_25%;Maximum Depth_25%;NumberOfMathOperations_75%;Md;Average Statements per Method;SIX;NumberOfMethods_Mood;NMIR;MaxNumberOfNestedBlocks_mean;issues_priorityMajor_max;issues_priorityMinor_min;Maximum Block Depth;Mi;Mit;Av;MaxNumberOfNestedBlocks_75%;issues_priorityMajor_min;NumberOfModifiers_std;NumberOfModifiers_mean;Ma;MaxNumberOfNestedBlocks_max;NumberOfModifiers_max;NMA;blame_merge_priorityMinor_min;blame_merge_priorityMajor_count;PMi;Average Block Depth;issues_priorityMinor_mean;NumberOfMathOperations_max
0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;783.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;783.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;4.0;5.0;0.0;3.0;0.0;8.0;17.0;0.0;0.0;0.0;True;8.0;0.0;4.0;1045.0;0.0;2.4;0.0;8.0;0.0;0.875;0.0;0.0;0.0;0.0;1.0;2.0;0.0;7.0;0.0;0.0;0.0;1.38;0.0;0.0;2.0;1045.0;0.0;0.8944271909999159;2.0;3.0;0.0;0.75;0.2507177033492823;0.0;1.0;0.0;0.0;0.4336338057762121;8.0;0.0;0.0;2.0;0.0;8.0;2.55;0.0;6.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;8.49789889998026;6.75;8.0;0.0;17.0;8.0;0.0;0.0;0.0;1.94;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;True;12.0;0.0;0.0;1031.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1031.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2405431619786615;0.0;0.0;0.0;0.0;0.4276207554760125;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;797.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01756587202007528;0.0;0.0;0.0;0.0;0.1314495804506501;0.0;0.0;0.0;0.0;0.0;7.0;0.32;0.0;10.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;11.0;0.0;0.0;0.0;1.42;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;797.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01756587202007528;0.0;0.0;0.0;0.0;0.1314495804506501;3.0;0.0;0.0;0.0;0.0;7.0;0.32;0.0;10.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;11.0;0.0;0.0;0.0;1.42;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;False;11.0;0.0;0.0;797.0;0.0;0.0;0.0;12.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01756587202007528;0.0;0.0;0.0;0.0;0.1314495804506501;12.0;0.0;0.0;0.0;0.0;7.0;0.32;0.0;10.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;398.7474327836045;171.33333333333334;7.0;0.0;1025.0;11.0;0.0;0.0;0.0;1.42;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;797.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01756587202007528;0.0;0.0;0.0;0.0;0.1314495804506501;6.0;0.0;0.0;0.0;0.0;7.0;0.32;0.0;10.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;418.4544977254596;170.83333333333334;7.0;0.0;1025.0;11.0;0.0;0.0;0.0;1.42;0.0;0.0
0.0;2.0;1.0;0.0;1.0;0.0;4.0;1.0;0.0;0.0;1.0;False;6.0;0.0;2.0;509.0;0.0;2.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;6.0;0.0;0.0;0.0;1.17;0.0;0.0;2.0;509.0;0.0;0.0;2.0;1.0;0.0;1.0;0.487229862475442;0.0;0.0;0.0;0.0;0.5003286205638211;4.0;0.0;0.0;2.0;0.0;6.0;1.0;0.0;4.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;1.0;6.0;0.0;0.0;0.0;1.1;0.0;0.0
0.0;4.0;0.0;0.0;2.0;0.0;4.0;1.0;0.0;0.0;1.0;True;5.0;0.0;0.0;770.0;0.5;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;770.0;0.0;0.0;0.0;2.0;0.0;1.0;0.3220779220779221;0.0;0.0;0.0;0.0;0.4675763747474251;4.0;0.0;0.0;0.0;0.0;5.0;1.8;0.0;4.0;0.0;0.25;1.0;0.0;3.0;0.0;0.0;0.0;0.25;0.0;0.0;1.0;5.0;1.0;1.0;5.0;0.0;0.0;0.0;1.41;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1044.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1044.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;12.0;0.0;0.0;7.0;0.0;3.0;4.5;0.0;0.0;1.0;False;4.0;0.0;0.0;0.0;1.7320508075688772;0.0;0.0;3.0;0.0;0.75;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;10.5;0.0;3.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;1.5;0.0;4.0414518843273814;3.333333333333333;4.0;3.0;8.0;4.0;0.0;0.0;0.0;2.76;0.0;0.0
0.0;8.0;3.0;0.0;1.0;0.0;10.0;1.0;0.0;0.0;1.0;True;10.0;0.0;2.0;261.0;0.9486832980505138;2.0;0.5;10.0;0.0;0.9;0.0;0.8;0.0;0.0;1.0;2.0;0.0;9.0;0.0;0.0;0.0;2.27;0.0;0.0;2.0;261.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.8737959096740264;1.0;0.0;0.0;0.0;10.0;0.0;0.0;2.0;0.75;10.0;4.55;0.0;9.0;0.0;0.7;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0;3.0;1.0;10.0;0.0;0.0;0.0;1.99;0.0;6.0
0.0;13.0;3.0;0.0;7.0;0.0;85.0;4.0;0.0;0.0;1.0;True;86.0;0.0;2.0;823.0;0.8255377671808946;2.0;0.0;85.0;0.0;0.11627907;0.0;0.047058823529411764;0.0;0.0;4.0;2.0;0.0;10.0;0.0;0.0;0.0;1.94;0.0;0.0;2.0;823.0;0.0;0.0;2.0;7.0;0.0;4.0;0.037667071688942885;0.21302148074901786;76.0;0.0;0.0;0.190505540715647;85.0;0.0;0.0;2.0;0.0;86.0;3.99;0.0;85.0;0.0;0.4941176470588236;1.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.9285391073883641;3.6823529411764704;86.0;3.0;4.0;86.0;0.0;0.0;0.0;1.72;0.0;1.0
0.0;20.0;0.0;0.0;13.0;0.0;1.0;4.0;0.0;0.0;4.0;True;34.0;0.0;0.0;1617.0;0.0;0.0;0.0;1.0;0.0;0.6176470589999999;0.0;0.0;0.0;0.0;4.0;0.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;0.0;1617.0;0.0;0.0;0.0;13.0;0.0;4.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;1.0;0.0;0.0;0.0;0.0;34.0;5.27;0.0;30.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;34.0;0.0;4.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;20.0;0.0;0.0;13.0;0.0;1.0;4.0;0.0;0.0;4.0;True;34.0;0.0;0.0;1617.0;0.0;0.0;0.0;1.0;0.0;0.6176470589999999;0.0;0.0;0.0;0.0;4.0;0.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;0.0;1617.0;0.0;0.0;0.0;13.0;0.0;4.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;1.0;0.0;0.0;0.0;0.0;34.0;5.27;0.0;30.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;34.0;0.0;4.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;20.0;8.0;0.0;13.0;0.0;27.0;4.0;0.0;0.0;0.0;True;34.0;0.0;5.0;1617.0;1.3301243435223524;2.75;0.0;27.0;0.0;0.6176470589999999;0.0;0.1111111111111111;0.0;0.0;1.0;2.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;2.0;1617.0;0.0;1.164964745021435;3.25;13.0;0.0;1.0;0.031539888682745834;0.3202563076101743;13.0;0.0;0.0;0.17482570117215068;27.0;0.0;0.0;2.0;0.0;34.0;5.27;0.0;30.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;1.4332240069615962;1.851851851851852;34.0;4.0;4.0;34.0;0.0;0.0;0.0;2.22;0.0;1.0
0.0;20.0;0.0;0.0;13.0;0.0;1.0;1.0;0.0;0.0;1.0;True;34.0;0.0;0.0;1617.0;0.0;0.0;1.0;1.0;0.0;0.6176470589999999;0.0;0.0;1.0;0.0;1.0;0.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;0.0;1617.0;0.0;0.0;0.0;13.0;0.0;1.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;1.0;1.0;0.0;0.0;0.0;34.0;5.27;0.0;30.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;34.0;1.0;1.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;20.0;0.0;0.0;13.0;0.0;1.0;4.0;0.0;0.0;4.0;True;34.0;0.0;0.0;1617.0;0.0;0.0;0.0;1.0;0.0;0.6176470589999999;0.0;0.0;0.0;0.0;4.0;0.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;0.0;1617.0;0.0;0.0;0.0;13.0;0.0;4.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;1.0;0.0;0.0;0.0;0.0;34.0;5.27;0.0;30.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;34.0;0.0;4.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;20.0;0.0;0.0;13.0;0.0;1.0;4.0;0.0;0.0;4.0;True;34.0;0.0;0.0;1617.0;0.0;0.0;0.0;1.0;0.0;0.6176470589999999;0.0;0.0;0.0;0.0;4.0;0.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;0.0;1617.0;0.0;0.0;0.0;13.0;0.0;4.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;1.0;0.0;0.0;0.0;0.0;34.0;5.27;0.0;30.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;34.0;0.0;4.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;20.0;3.0;0.0;13.0;0.0;4.0;0.0;0.0;0.0;0.0;True;34.0;0.0;3.0;1617.0;0.0;3.0;0.0;4.0;0.0;0.6176470589999999;0.0;0.0;0.0;0.0;0.0;3.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;3.0;1617.0;0.0;0.0;3.0;13.0;0.0;0.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;4.0;0.0;0.0;3.0;0.0;34.0;5.27;0.0;30.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;20.0;2.0;0.0;13.0;0.0;4.0;1.0;0.0;0.0;1.0;True;34.0;0.0;3.0;1617.0;0.5;3.0;0.0;4.0;0.0;0.6176470589999999;0.0;0.0;0.0;0.0;1.0;3.0;0.0;21.0;0.0;0.0;0.0;2.89;0.0;0.0;3.0;1617.0;0.0;0.0;3.0;13.0;0.0;1.0;0.031539888682745834;0.0;13.0;0.0;0.0;0.17482570117215068;4.0;0.0;0.0;3.0;0.0;34.0;5.27;0.0;30.0;0.0;0.25;1.0;0.0;6.0;0.0;0.0;0.0;0.25;0.0;0.0;1.0;34.0;1.0;1.0;34.0;0.0;0.0;0.0;2.22;0.0;0.0
0.0;6.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;False;21.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;3.0;0.0;18.0;0.0;0.0;0.0;1.63;0.0;0.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;20.0;2.53;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;21.0;0.0;0.0;0.0;1.7;0.0;0.0
0.0;6.0;3.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;1.0;False;21.0;0.0;3.0;0.0;0.5773502691896258;2.333333333333333;0.0;3.0;0.0;0.9;0.0;0.0;0.0;0.0;1.0;2.0;0.0;18.0;0.0;0.0;0.0;1.63;0.0;0.0;2.0;0.0;0.0;0.5773502691896258;2.5;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;20.0;2.53;0.0;3.0;0.0;0.3333333333333333;0.0;0.0;4.0;0.0;0.0;0.0;0.5;0.0;0.0;1.0;20.0;1.0;1.0;21.0;0.0;0.0;0.0;1.7;0.0;0.0
0.0;6.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;False;21.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;0.9;0.0;0.0;0.0;0.0;1.0;3.0;0.0;18.0;0.0;0.0;0.0;1.63;0.0;0.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;20.0;2.53;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;0.0;1.0;21.0;0.0;0.0;0.0;1.7;0.0;0.0
0.0;6.0;3.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;1.0;False;21.0;0.0;3.0;0.0;0.5773502691896258;2.333333333333333;0.0;3.0;0.0;0.9;0.0;0.0;0.0;0.0;1.0;2.0;0.0;18.0;0.0;0.0;0.0;1.63;0.0;0.0;2.0;0.0;0.0;0.5773502691896258;2.5;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;20.0;2.53;0.0;3.0;0.0;0.3333333333333333;0.0;0.0;4.0;0.0;0.0;0.0;0.5;0.0;0.0;1.0;20.0;1.0;1.0;21.0;0.0;0.0;0.0;1.7;0.0;0.0
0.0;6.0;7.0;0.0;2.0;0.0;18.0;1.0;0.0;0.0;1.0;False;21.0;0.0;3.0;0.0;0.7047921864945659;2.142857142857143;0.0;18.0;0.0;0.9;0.0;0.4444444444444444;0.0;0.0;1.0;2.0;0.0;18.0;0.0;0.0;0.0;1.63;0.0;0.0;2.0;0.0;0.0;0.3779644730092273;2.0;2.0;0.0;1.0;0.0;1.0416176459053668;2.0;0.0;0.0;0.0;18.0;0.0;0.0;2.0;0.0;20.0;2.53;0.0;3.0;0.0;0.4444444444444444;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;1.9745107774984456;1.6111111111111112;20.0;2.0;9.0;21.0;0.0;0.0;0.0;1.7;0.0;4.0
0.0;40.0;0.0;0.0;17.0;0.0;1.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;0.0;1.0;0.0;0.032608696;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;1.0;0.0;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;92.0;0.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;0.0;0.0;17.0;0.0;2.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.7071067811865476;0.0;3.5;2.0;0.0;0.032608696;0.0;0.0;3.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;2.0;3.25;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;3.5;1.0;0.0;7.0;0.0;0.0;0.0;3.75;0.0;0.0;4.0;92.0;4.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;0.0;0.0;17.0;0.0;1.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;5.0;1.0;0.0;0.032608696;0.0;0.0;5.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;1.0;5.0;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;5.0;1.0;0.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;92.0;5.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;0.0;0.0;17.0;0.0;1.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;0.0;1.0;0.0;0.032608696;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;1.0;0.0;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;92.0;0.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;0.0;0.0;0.0;0.032608696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;0.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;0.0;0.0;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;0.0;0.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;0.0;0.0;17.0;0.0;1.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;0.0;1.0;0.0;0.032608696;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;1.0;0.0;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;92.0;0.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;0.0;0.0;17.0;0.0;1.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;1.0;1.0;0.0;0.032608696;0.0;0.0;1.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;1.0;1.0;0.0;0.0;0.0;92.0;8.95;0.0;88.0;0.0;1.0;1.0;0.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;92.0;1.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;0.0
0.0;40.0;1.0;0.0;17.0;0.0;83.0;4.0;0.0;0.0;1.0;True;92.0;0.0;3.0;1345.0;1.0589445229999797;3.0;1.0;83.0;0.0;0.032608696;0.0;0.10843373493975904;0.0;0.0;4.0;3.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;3.0;1345.0;0.0;0.0;3.0;17.0;0.0;4.0;0.023048327137546468;0.4420586042367941;89.0;0.0;0.0;0.15011280941230434;83.0;0.0;0.0;3.0;0.0;92.0;8.95;0.0;88.0;0.0;1.0240963855421688;1.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.5498911280591731;3.879518072289157;92.0;5.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;2.0
0.0;40.0;0.0;2.0;17.0;2.0;1.0;4.0;0.0;0.0;4.0;True;92.0;0.0;0.0;1345.0;0.0;0.0;4.0;1.0;0.0;0.032608696;0.0;2.0;4.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;3.96;0.0;0.0;0.0;1345.0;0.0;0.0;0.0;17.0;0.0;4.0;0.023048327137546468;0.0;89.0;0.0;0.0;0.15011280941230434;1.0;4.0;2.0;0.0;2.0;92.0;8.95;0.0;88.0;0.0;4.0;1.0;0.0;7.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;92.0;4.0;4.0;92.0;0.0;0.0;0.0;2.48;0.0;2.0
0.0;6.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;False;21.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;0.85;0.0;0.0;0.0;0.0;1.0;3.0;0.0;17.0;0.0;0.0;0.0;1.63;0.0;0.0;3.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;20.0;2.53;0.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;0.0;1.0;21.0;0.0;0.0;0.0;1.7;0.0;0.0
0.0;6.0;3.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;False;21.0;0.0;3.0;0.0;0.5773502691896258;2.333333333333333;0.0;3.0;0.0;0.85;0.0;0.0;0.0;0.0;1.0;2.0;0.0;17.0;0.0;0.0;0.0;1.63;0.0;0.0;2.0;0.0;0.0;0.5773502691896258;2.5;2.0;0.0;0.5;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;20.0;2.53;0.0;3.0;0.0;0.3333333333333333;0.0;0.0;4.0;0.0;0.0;0.0;0.5;0.0;0.5773502691896258;0.6666666666666666;20.0;1.0;1.0;21.0;0.0;0.0;0.0;1.7;0.0;0.0
