NumberOfParenthesizedExps;WMC_CK;NumberOfLogStatements;LOCMethod_CK;IsConstructor;NumberOfStringLiterals;MaxNumberOfNestedBlocks;RFC;NumberOfAnonymousClasses;NumberOfNumbers;NumberOfMathOperations;NumberOfInnerClasses;NumberOfLambdas;NumberOfModifiers;NumberOfParameters_CK;CBO;NumberOfVariables;NumberOfTryCatch;NumberOfUniqueWords;BuggedMethods;NumberOfComparisons;Returns;NumberOfAssignments;NumberOfLoops
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;7.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;7.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;33.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;24.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;61.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.0;7.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;6.0;False;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;10.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;12.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;6.0;False;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;4.0;False;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;12.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;4.0;False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;12.0;False;0.0;0.0;1.0;0.0
0.0;1.0;0.0;5.0;False;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;11.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;4.0;False;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;8.0;False;0.0;0.0;1.0;0.0
0.0;4.0;0.0;15.0;False;3.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;0.0;23.0;False;3.0;0.0;5.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;4.0;False;4.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;3.0;0.0;0.0;11.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;4.0;False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
0.0;2.0;0.0;7.0;False;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;2.0;0.0;5.0;False;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;5.0;False;1.0;0.0;0.0;0.0
0.0;1.0;0.0;7.0;False;2.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0;0.0;3.0;0.0;0.0;12.0;False;0.0;0.0;4.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;False;0.0;1.0;0.0;0.0
0.0;1.0;0.0;3.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;False;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
