MaxNumberOfNestedBlocks_mean;NumberOfParameters_CK_mean;NumberOfStringLiterals_75%;NumberOfComparisons_min;NumberOfNumbers_max;CBO_mean;NumberOfParenthesizedExps_50%;NumberOfStringLiterals_std;NumberOfInnerClasses_count;NumberOfParenthesizedExps_max;NumberOfUniqueWords_std;MaxNumberOfNestedBlocks_std;NumberOfParameters_CK_std;RFC_50%;NumberOfModifiers_mean;NumberOfLambdas_75%;NumberOfTryCatch_max;WMC_CK_50%;NumberOfMathOperations_25%;LOCMethod_CK_std;NumberOfTryCatch_mean;IsConstructor_count;NumberOfAssignments_75%;NumberOfNumbers_75%;NumberOfMathOperations_count;NumberOfAnonymousClasses_25%;NumberOfInnerClasses_mean;LOCMethod_CK_50%;NumberOfLoops_max;WMC_CK_mean;NumberOfInnerClasses_75%;NumberOfAnonymousClasses_min;NumberOfModifiers_count;NumberOfModifiers_std;NumberOfModifiers_min;NumberOfMathOperations_50%;CBO_count;NumberOfLogStatements_std;NumberOfInnerClasses_50%;LOCMethod_CK_mean;LOCMethod_CK_count;NumberOfComparisons_max;NumberOfStringLiterals_min;NumberOfInnerClasses_max;NumberOfAnonymousClasses_std;NumberOfMathOperations_mean;NumberOfLogStatements_75%;NumberOfVariables_25%;NumberOfLoops_25%;NumberOfLoops_count;NumberOfStringLiterals_50%;NumberOfParameters_CK_75%;NumberOfVariables_count;NumberOfNumbers_50%;NumberOfParenthesizedExps_75%;MaxNumberOfNestedBlocks_count;RFC_std;NumberOfLoops_75%;NumberOfComparisons_mean;NumberOfTryCatch_std;NumberOfParenthesizedExps_min;CBO_min;NumberOfInnerClasses_min;LOCMethod_CK_75%;NumberOfUniqueWords_min;NumberOfAssignments_mean;MaxNumberOfNestedBlocks_50%;NumberOfAssignments_std;NumberOfLogStatements_50%;Returns_count;NumberOfTryCatch_min;MaxNumberOfNestedBlocks_min;NumberOfNumbers_mean;NumberOfParameters_CK_max;NumberOfAnonymousClasses_mean;NumberOfTryCatch_count;NumberOfUniqueWords_50%;NumberOfVariables_mean;RFC_max;NumberOfParameters_CK_25%;NumberOfAssignments_25%;NumberOfParenthesizedExps_std;NumberOfLoops_std;NumberOfStringLiterals_max;Returns_50%;NumberOfLoops_50%;NumberOfAssignments_50%;NumberOfModifiers_25%;RFC_count;NumberOfLambdas_50%;WMC_CK_25%;NumberOfLoops_mean;NumberOfLambdas_mean;Returns_max;NumberOfAssignments_max;IsConstructor_top;NumberOfParameters_CK_50%;NumberOfVariables_max;NumberOfVariables_50%;NumberOfNumbers_count;MaxNumberOfNestedBlocks_75%;Returns_min;NumberOfAnonymousClasses_count;IsConstructor_freq;NumberOfAnonymousClasses_50%;NumberOfNumbers_std;NumberOfParenthesizedExps_25%;Bugged;NumberOfAnonymousClasses_75%;LOCMethod_CK_25%;WMC_CK_min;NumberOfComparisons_std;NumberOfLogStatements_max;NumberOfMathOperations_std;RFC_mean;RFC_25%;NumberOfLambdas_std;Returns_std;NumberOfTryCatch_25%;MaxNumberOfNestedBlocks_25%;NumberOfVariables_min;MaxNumberOfNestedBlocks_max;Returns_75%;CBO_50%;NumberOfNumbers_25%;NumberOfTryCatch_50%;NumberOfStringLiterals_25%;NumberOfUniqueWords_max;NumberOfModifiers_75%;NumberOfAnonymousClasses_max;NumberOfModifiers_50%;NumberOfNumbers_min;NumberOfInnerClasses_std;RFC_75%;NumberOfLambdas_max;NumberOfParameters_CK_count;IsConstructor_unique;NumberOfUniqueWords_mean;NumberOfComparisons_75%;WMC_CK_count;CBO_std;CBO_75%;NumberOfLambdas_count;RFC_min;NumberOfVariables_75%;Returns_25%;WMC_CK_max;NumberOfComparisons_50%;NumberOfLambdas_25%;WMC_CK_std;NumberOfParenthesizedExps_mean;NumberOfInnerClasses_25%;NumberOfVariables_std;WMC_CK_75%;NumberOfMathOperations_min;NumberOfAssignments_count;NumberOfParameters_CK_min;NumberOfMathOperations_max;NumberOfUniqueWords_25%;NumberOfAssignments_min;NumberOfUniqueWords_count;NumberOfModifiers_max;NumberOfLogStatements_count;NumberOfLogStatements_mean;NumberOfComparisons_25%;NumberOfParenthesizedExps_count;NumberOfComparisons_count;NumberOfLogStatements_25%;NumberOfLogStatements_min;NumberOfStringLiterals_count;NumberOfUniqueWords_75%;Returns_mean;NumberOfLambdas_min;CBO_max;LOCMethod_CK_min;CBO_25%;NumberOfStringLiterals_mean;LOCMethod_CK_max;NumberOfLoops_min;NumberOfMathOperations_75%;NumberOfTryCatch_75%
0.0;0.5;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;18.0;0.0;0.7859052479933757;0.0;0.5144957554275266;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;18.0;1.0;0.0;18.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;18.0;0.0;1.0;0.0;18.0;0.0;0.0;3.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;1.0;18.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.5;0.0;0.5144957554275266;0.0;18.0;0.0;0.0;0.0;1.0;0.0;18.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;1.0;18.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.5;0.0;0.0;18.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;False;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5144957554275266;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;1.0;3.8333333333333335;0.0;18.0;0.3233808333817773;0.0;18.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;18.0;0.0;0.0;3.0;0.0;18.0;1.0;18.0;0.0;0.0;18.0;18.0;0.0;0.0;18.0;4.0;0.5;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.5263157894736842;0.0;0.0;0.0;0.3684210526315789;0.0;0.3746343246326776;19.0;0.0;2.760413563387861;0.0;0.5129891760425771;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;19.0;1.0;0.0;19.0;0.0;0.0;3.0;0.0;1.0526315789473684;0.0;0.0;19.0;0.0;1.0;0.0;19.0;0.0;0.0;3.0;19.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;1.0;19.0;0.0;0.0;19.0;0.5619514869490164;0.0;0.05263157894736842;0.0;0.0;0.0;0.0;3.0;3.0;0.42105263157894735;0.0;0.5072572735017881;0.0;19.0;0.0;0.0;0.0;1.0;0.0;19.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;19.0;0.0;1.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;19.0;0.0;0.0;19.0;19.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.22941573387056174;0.0;0.0;0.2631578947368421;0.0;0.0;0.512989176042577;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;1.0;4.2105263157894735;0.0;19.0;0.4955946277833521;1.0;19.0;0.0;0.0;0.0;2.0;0.0;0.0;0.2294157338705617;0.0;0.0;0.0;1.0;0.0;19.0;0.0;0.0;3.0;0.0;19.0;1.0;19.0;0.0;0.0;19.0;19.0;0.0;0.0;19.0;5.0;0.5263157894736842;0.0;1.0;3.0;0.0;0.15789473684210525;3.0;0.0;0.0;0.0
0.0;0.4705882352941176;0.0;0.0;0.0;0.35294117647058826;0.0;0.0;17.0;0.0;0.49259218307188896;0.0;0.5144957554275266;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;1.0;0.0;17.0;0.0;0.0;3.0;0.0;1.0588235294117647;0.0;0.0;17.0;0.0;1.0;0.0;17.0;0.0;0.0;3.0;17.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;1.0;17.0;0.0;0.0;17.0;0.0;0.0;0.05882352941176471;0.0;0.0;0.0;0.0;3.0;3.0;0.4705882352941176;0.0;0.5144957554275266;0.0;17.0;0.0;0.0;0.0;1.0;0.0;17.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;17.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;17.0;0.0;0.0;17.0;17.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.24253562503633302;0.0;0.0;0.0;0.0;0.0;0.5144957554275266;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;1.0;3.647058823529412;0.0;17.0;0.492592183071889;1.0;17.0;0.0;0.0;0.0;2.0;0.0;0.0;0.24253562503633302;0.0;0.0;0.0;1.0;0.0;17.0;0.0;0.0;3.0;0.0;17.0;1.0;17.0;0.0;0.0;17.0;17.0;0.0;0.0;17.0;4.0;0.5294117647058824;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.5517241379310345;0.0;0.0;2.0;0.5172413793103449;0.0;0.0;29.0;1.0;3.2017544451587163;0.0;0.5061201788784758;0.0;1.2758620689655171;0.0;0.0;1.0;0.0;2.7854300726557786;0.0;29.0;1.0;0.0;29.0;0.0;0.0;3.0;0.0;1.0689655172413792;0.0;0.0;29.0;1.485562705416415;1.0;0.0;29.0;0.0;0.0;3.5172413793103448;29.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;1.0;29.0;0.0;0.0;29.0;1.1141720290623112;0.0;0.06896551724137931;0.0;0.0;0.0;0.0;3.0;3.0;0.9310344827586208;0.0;2.374432781630753;0.0;29.0;0.0;0.0;0.06896551724137931;1.0;0.0;29.0;4.0;0.0;6.0;0.0;0.0;0.18569533817705192;0.0;0.0;0.0;0.0;1.0;1.0;29.0;0.0;1.0;0.0;0.0;1.0;13.0;False;1.0;0.0;0.0;29.0;0.0;0.0;29.0;28.0;0.0;0.37139067635410383;0.0;False;0.0;3.0;1.0;0.37139067635410383;0.0;0.0;0.20689655172413796;0.0;0.0;0.5085476277156078;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;20.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;29.0;2.0;4.413793103448277;0.0;29.0;0.5744991393237624;1.0;29.0;0.0;0.0;0.0;3.0;0.0;0.0;0.3713906763541038;0.03448275862068965;0.0;0.0;1.0;0.0;29.0;0.0;0.0;3.0;0.0;29.0;9.0;29.0;0.0;0.0;29.0;29.0;0.0;0.0;29.0;5.0;0.4827586206896552;0.0;2.0;3.0;0.0;0.0;18.0;0.0;0.0;0.0
0.060606060606060615;0.5303030303030303;0.0;0.0;1.0;0.2878787878787879;0.0;0.5182002205050367;66.0;0.0;1.5314115858323143;0.24043472671155014;0.5029053120754968;0.0;1.3636363636363635;0.0;0.0;1.0;0.0;1.344677845492558;0.0;66.0;1.0;0.0;66.0;0.0;0.0;3.0;0.0;1.1515151515151516;0.0;0.0;66.0;1.6791606294754589;1.0;0.0;66.0;0.0;0.0;3.287878787878788;66.0;1.0;0.0;0.0;0.0;0.015151515151515154;0.0;0.0;0.0;66.0;0.0;1.0;66.0;0.0;0.0;66.0;1.2807522556397626;0.0;0.10606060606060606;0.0;0.0;0.0;0.0;3.0;3.0;0.5303030303030303;0.0;0.587555482674994;0.0;66.0;0.0;0.0;0.030303030303030307;1.0;0.0;66.0;4.0;0.060606060606060615;10.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.5;1.0;66.0;0.0;1.0;0.0;0.030303030303030307;1.0;3.0;False;1.0;3.0;0.0;66.0;0.0;0.0;66.0;66.0;0.0;0.17273340683501226;0.0;True;0.0;3.0;1.0;0.31027471097463977;0.0;0.12309149097933272;0.2575757575757576;0.0;0.24618298195866545;0.5017452060042545;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;66.0;1.0;4.196969696969697;0.0;66.0;0.5193235693640043;0.75;66.0;0.0;0.0;0.0;3.0;0.0;0.0;0.43826315390937454;0.0;0.0;0.3874487709575939;1.0;0.0;66.0;0.0;1.0;3.0;0.0;66.0;9.0;66.0;0.0;0.0;66.0;66.0;0.0;0.0;66.0;5.0;0.5454545454545454;0.0;2.0;3.0;0.0;0.09090909090909093;13.0;0.0;0.0;0.0
0.0;0.875;0.0;0.0;0.0;0.375;0.0;0.0;8.0;0.0;1.3093073414159542;0.0;0.9910312089651148;0.0;1.0;0.0;0.0;1.0;0.0;0.7071067811865476;0.0;8.0;1.0;0.0;8.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;8.0;0.0;0.0;3.25;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.875;0.0;0.9910312089651148;0.0;8.0;0.0;0.0;0.0;3.0;0.0;8.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;8.0;0.0;1.0;0.0;0.0;1.0;3.0;False;1.0;0.0;0.0;8.0;0.0;0.0;8.0;7.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5175491695067657;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;2.0;5.0;0.0;8.0;0.5175491695067657;1.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;4.0;0.0;8.0;1.0;8.0;0.0;0.0;8.0;8.0;0.0;0.0;8.0;5.0;0.375;0.0;1.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0
0.0;0.8333333333333334;0.0;0.0;0.0;0.8333333333333334;0.0;0.0;6.0;0.0;0.5477225575051661;0.0;0.7527726527090809;0.0;1.0;0.0;0.0;1.0;0.0;0.40824829046386296;0.0;6.0;1.0;0.0;6.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;6.0;0.0;1.0;0.0;6.0;0.0;0.0;3.1666666666666665;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.8333333333333334;0.0;0.7527726527090809;0.0;6.0;0.0;0.0;0.0;2.0;0.0;6.0;3.5;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;1.0;1.0;6.0;0.0;1.0;0.0;0.0;1.0;2.0;False;1.0;0.0;0.0;6.0;0.0;0.0;6.0;5.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5163977794943223;0.0;0.0;0.0;0.0;0.75;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;2.0;3.5;0.0;6.0;0.7527726527090809;1.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;1.0;6.0;0.0;0.0;6.0;6.0;0.0;0.0;6.0;4.0;0.3333333333333333;0.0;2.0;3.0;0.25;0.0;4.0;0.0;0.0;0.0
0.0;0.5;0.0;0.0;0.0;0.25;0.0;0.0;8.0;0.0;0.7559289460184544;0.0;0.5345224838248488;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;1.0;0.0;8.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;8.0;0.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.5;0.0;0.5345224838248488;0.0;8.0;0.0;0.0;0.0;1.0;0.0;8.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;1.0;8.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.5;0.0;0.0;8.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5345224838248488;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;1.0;4.0;0.0;8.0;0.4629100498862757;0.25;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;3.75;0.0;8.0;1.0;8.0;0.0;0.0;8.0;8.0;0.0;0.0;8.0;4.25;0.5;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
0.047619047619047616;0.6190476190476191;0.0;0.0;1.0;0.5238095238095238;0.0;0.0;21.0;0.0;2.5298221281347035;0.2182178902359924;0.4976133515281193;0.0;2.095238095238096;0.0;0.0;1.0;0.0;0.6546536707079773;0.0;21.0;1.0;0.0;21.0;0.0;0.0;3.0;0.0;1.1904761904761905;0.0;0.0;21.0;2.8966318700304665;0.0;0.0;21.0;0.0;0.0;3.1428571428571432;21.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;1.0;21.0;0.0;0.0;21.0;0.6015852075182383;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;3.0;2.0;0.5238095238095238;0.0;0.511766315719159;0.0;21.0;0.0;0.0;0.09523809523809523;1.0;0.0;21.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;21.0;0.0;1.0;0.0;0.0;1.0;1.0;False;1.0;0.0;0.0;21.0;0.0;0.0;21.0;20.0;0.0;0.30079260375911915;0.0;True;0.0;3.0;1.0;0.4023739080814783;0.0;0.0;0.19047619047619047;0.0;0.0;0.5117663157191589;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;15.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;2.0;5.0;0.0;21.0;0.511766315719159;1.0;21.0;0.0;0.0;0.0;2.0;0.0;0.0;0.4023739080814783;0.0;0.0;0.0;1.0;0.0;21.0;0.0;0.0;4.0;0.0;21.0;9.0;21.0;0.0;0.0;21.0;21.0;0.0;0.0;21.0;5.0;0.5238095238095238;0.0;1.0;3.0;0.0;0.0;6.0;0.0;0.0;0.0
0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;12.0;0.0;1.0298573010888743;0.0;0.5222329678670935;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0;12.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;12.0;0.0;1.0;0.0;12.0;0.0;0.0;3.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;1.0;12.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.5;0.0;0.5222329678670935;0.0;12.0;0.0;0.0;0.0;1.0;0.0;12.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;1.0;12.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.5;0.0;0.0;12.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5222329678670935;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;12.0;1.0;5.166666666666667;0.0;12.0;0.492365963917331;1.0;12.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;0.0;4.0;0.0;12.0;1.0;12.0;0.0;0.0;12.0;12.0;0.0;0.0;12.0;6.0;0.5;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.5;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;18.0;0.0;1.2833778958394957;0.0;0.5144957554275266;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;18.0;1.0;0.0;18.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;18.0;0.0;1.0;0.0;18.0;0.0;0.0;3.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;1.0;18.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.5;0.0;0.5144957554275266;0.0;18.0;0.0;0.0;0.0;1.0;0.0;18.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;1.0;18.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.5;0.0;0.0;18.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5144957554275266;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;18.0;1.0;4.0;0.0;18.0;0.4277926319464985;0.0;18.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;18.0;0.0;0.0;3.0;0.0;18.0;1.0;18.0;0.0;0.0;18.0;18.0;0.0;0.0;18.0;4.0;0.5;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
0.0;0.5185185185185185;0.0;0.0;0.0;0.6296296296296297;0.0;2.6943012562182527;27.0;0.0;3.2546263368615134;0.0;0.5798123284152693;0.0;1.0;0.0;0.0;1.0;0.0;0.5063696835418332;0.0;27.0;1.0;0.0;27.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;27.0;0.0;1.0;0.0;27.0;0.0;0.0;3.4444444444444446;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;1.0;27.0;0.0;0.0;27.0;0.9740215340114144;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.4444444444444444;0.0;0.5063696835418333;0.0;27.0;0.0;0.0;0.0;2.0;0.0;27.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;1.0;27.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;27.0;0.0;0.0;27.0;27.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.19245008972987526;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;20.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;27.0;1.0;6.148148148148147;0.0;27.0;0.6292943635623919;1.0;27.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;27.0;0.0;0.0;4.0;0.0;27.0;1.0;27.0;0.0;0.0;27.0;27.0;0.0;0.0;27.0;7.5;0.9629629629629628;0.0;2.0;3.0;0.0;0.5185185185185185;4.0;0.0;0.0;0.0
0.1176470588235294;0.4705882352941176;0.0;0.0;0.0;0.29411764705882354;0.0;1.9383892646154617;17.0;0.0;4.229622427871422;0.3321055820775357;0.5144957554275266;0.0;1.4705882352941178;0.0;1.0;1.0;0.0;2.5306939294797943;0.1176470588235294;17.0;1.0;0.0;17.0;0.0;0.0;3.0;0.0;1.1176470588235294;0.0;0.0;17.0;1.9402850002906642;1.0;0.0;17.0;0.3321055820775357;0.0;3.8235294117647056;17.0;0.0;0.0;0.0;0.0;0.17647058823529413;0.0;0.0;0.0;17.0;0.0;1.0;17.0;0.0;0.0;17.0;0.8488746876271654;0.0;0.0;0.3321055820775357;0.0;0.0;0.0;3.0;3.0;0.5882352941176471;0.0;0.6183469424008423;0.0;17.0;0.0;0.0;0.0;1.0;0.0;17.0;4.0;0.17647058823529413;3.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;1.0;17.0;0.0;1.0;0.0;0.0;2.0;2.0;False;0.0;2.0;0.0;17.0;0.0;0.0;17.0;16.0;0.0;0.0;0.0;True;0.0;3.0;1.0;0.0;1.0;0.3929526239966879;0.29411764705882354;0.0;0.0;0.6183469424008423;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;17.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;2.0;5.529411764705882;0.0;17.0;0.8488746876271654;0.0;17.0;0.0;0.0;0.0;2.0;0.0;0.0;0.3321055820775357;0.0;0.0;0.5285941398709243;1.0;0.0;17.0;0.0;1.0;3.0;0.0;17.0;9.0;17.0;0.1176470588235294;0.0;17.0;17.0;0.0;0.0;17.0;5.0;0.5882352941176471;0.0;3.0;2.0;0.0;0.5882352941176471;11.0;0.0;0.0;0.0
0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;1.6267002938936987;0.0;0.5099019513592785;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;26.0;1.0;0.0;26.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;26.0;0.0;1.0;0.0;26.0;0.0;0.0;3.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;1.0;26.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.5;0.0;0.5099019513592785;0.0;26.0;0.0;0.0;0.0;1.0;0.0;26.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;1.0;26.0;0.0;1.0;0.0;0.0;1.0;1.0;False;0.5;0.0;0.0;26.0;0.0;0.0;26.0;26.0;0.0;0.0;0.0;False;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5099019513592785;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;26.0;1.0;4.615384615384615;0.0;26.0;0.0;0.0;26.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;26.0;0.0;0.0;4.0;0.0;26.0;1.0;26.0;0.0;0.0;26.0;26.0;0.0;0.0;26.0;5.0;0.5;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0
