TLOC;PMd;NPF;ClRCi;ClTCi;Bugged;NSF;NSM;NOL;NOD;NOA;RTLOC
78.0;1.0;0.0;3.85;19.25;False;1.0;0.0;0.0;0.0;0.0;106.0
9.0;2.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;16.0
8.0;1.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;12.0
8.0;1.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;12.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
30.0;7.0;0.0;1.571428571;11.0;False;0.0;0.0;0.0;0.0;0.0;58.0
14.0;1.0;0.0;2.0;4.0;False;1.0;0.0;0.0;0.0;0.0;28.0
14.0;1.0;0.0;2.0;4.0;False;1.0;0.0;0.0;0.0;0.0;28.0
28.0;1.0;0.0;5.5;11.0;False;0.0;0.0;0.0;0.0;0.0;58.0
19.0;4.0;0.0;1.75;7.0;False;0.0;0.0;0.0;0.0;0.0;28.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
120.0;3.0;0.0;1.615384615;21.0;False;1.0;0.0;0.0;0.0;0.0;210.0
108.0;15.0;0.0;7.494444444;112.416666667;False;1.0;0.0;0.0;0.0;0.0;239.0
108.0;15.0;0.0;7.494444444;112.416666667;False;1.0;0.0;0.0;0.0;0.0;239.0
30.0;6.0;0.0;2.888888889;17.333333333;False;0.0;0.0;0.0;0.0;0.0;63.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
10.0;1.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;16.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;12.0
8.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;13.0
9.0;1.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;14.0
12.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;17.0
11.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;16.0
8.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;13.0
8.0;1.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;13.0
9.0;1.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;14.0
8.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;14.0
9.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;14.0
8.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;13.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;13.0
10.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;16.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;11.0
8.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;13.0
8.0;2.0;0.0;1.0;2.0;False;1.0;0.0;0.0;0.0;0.0;13.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;11.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
109.0;12.0;0.0;2.0;30.0;True;1.0;0.0;0.0;0.0;0.0;205.0
12.0;2.0;0.0;1.333333333;4.0;False;0.0;0.0;0.0;0.0;0.0;22.0
31.0;1.0;0.0;2.0;6.0;False;1.0;0.0;0.0;0.0;0.0;59.0
31.0;1.0;0.0;2.0;6.0;False;1.0;0.0;0.0;0.0;0.0;59.0
30.0;6.0;0.0;2.222222222;13.333333332999999;False;0.0;0.0;0.0;0.0;0.0;46.0
18.0;0.0;0.0;1.5;3.0;False;1.0;0.0;0.0;0.0;0.0;25.0
30.0;1.0;0.0;2.0;4.0;False;1.0;0.0;0.0;0.0;0.0;39.0
30.0;1.0;0.0;2.0;4.0;False;1.0;0.0;0.0;0.0;0.0;39.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
276.0;12.0;0.0;3.350877193;63.666666667;True;1.0;2.0;0.0;0.0;0.0;459.0
41.0;2.0;0.0;2.75;11.0;False;1.0;0.0;0.0;0.0;0.0;67.0
100.0;15.0;0.0;2.842105263;54.0;False;1.0;0.0;0.0;0.0;0.0;204.0
21.0;1.0;0.0;1.5;3.0;False;1.0;0.0;0.0;0.0;0.0;31.0
21.0;1.0;0.0;1.5;3.0;False;1.0;0.0;0.0;0.0;0.0;31.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
49.0;1.0;0.0;0.7857142859999999;11.0;True;1.0;1.0;0.0;0.0;0.0;76.0
44.0;5.0;0.0;1.166666667;7.0;False;1.0;0.0;0.0;0.0;0.0;90.0
27.0;6.0;0.0;1.666666667;10.0;False;0.0;0.0;0.0;0.0;0.0;43.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
23.0;2.0;0.0;1.666666667;5.0;False;5.0;0.0;0.0;0.0;0.0;30.0
29.0;1.0;0.0;2.0;4.0;False;2.0;0.0;0.0;0.0;0.0;40.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;8.0
22.0;2.0;0.0;1.333333333;4.0;False;2.0;0.0;0.0;0.0;0.0;31.0
19.0;4.0;0.0;1.75;7.0;False;0.0;0.0;0.0;0.0;0.0;38.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
7.0;0.0;0.0;1.0;5.0;False;0.0;0.0;0.0;0.0;0.0;30.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;100.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;100.0
9.0;2.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;15.0
6.0;0.0;0.0;1.0;4.0;False;0.0;0.0;0.0;0.0;0.0;25.0
52.0;5.0;0.0;1.166666667;7.0;False;0.0;1.0;0.0;0.0;0.0;84.0
52.0;5.0;0.0;1.166666667;7.0;False;0.0;1.0;0.0;0.0;0.0;84.0
11.0;1.0;0.0;2.0;4.0;False;0.0;0.0;0.0;0.0;0.0;31.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;15.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;15.0
75.0;3.0;0.0;1.527777778;18.333333333;False;3.0;0.0;0.0;0.0;0.0;118.0
75.0;3.0;0.0;1.527777778;18.333333333;False;3.0;0.0;0.0;0.0;0.0;118.0
7.0;0.0;0.0;1.0;5.0;False;0.0;0.0;0.0;0.0;0.0;29.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;100.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;100.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;100.0
21.0;1.0;0.0;2.0;4.0;False;0.0;0.0;0.0;0.0;0.0;37.0
7.0;0.0;0.0;1.0;5.0;False;0.0;0.0;0.0;0.0;0.0;29.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;101.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;101.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;101.0
62.0;6.0;0.0;1.142857143;8.0;False;0.0;1.0;0.0;0.0;0.0;101.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
22.0;5.0;0.0;1.7;8.5;False;0.0;0.0;0.0;0.0;0.0;34.0
55.0;9.0;0.0;1.222222222;11.0;False;1.0;0.0;0.0;0.0;0.0;99.0
22.0;5.0;0.0;1.7;8.5;False;0.0;0.0;0.0;0.0;0.0;33.0
24.0;5.0;0.0;1.8;9.0;False;0.0;0.0;0.0;0.0;0.0;37.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
110.0;4.0;0.0;1.666666667;20.0;False;1.0;1.0;0.0;0.0;0.0;164.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
11.0;3.0;0.0;0.666666667;2.0;False;1.0;0.0;0.0;0.0;0.0;19.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;7.0
17.0;0.0;8.0;1.0;1.0;True;8.0;0.0;0.0;0.0;0.0;33.0
17.0;0.0;8.0;1.0;1.0;True;8.0;0.0;0.0;0.0;0.0;33.0
108.0;2.0;0.0;2.357142857;16.5;False;1.0;0.0;0.0;0.0;0.0;165.0
108.0;2.0;0.0;2.357142857;16.5;False;1.0;0.0;0.0;0.0;0.0;165.0
108.0;2.0;0.0;2.357142857;16.5;False;1.0;0.0;0.0;0.0;0.0;165.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
62.0;4.0;0.0;2.0;16.0;False;1.0;0.0;0.0;0.0;0.0;133.0
17.0;2.0;1.0;1.0;2.0;False;2.0;0.0;0.0;0.0;0.0;21.0
22.0;4.0;0.0;2.25;9.0;False;0.0;1.0;0.0;0.0;0.0;49.0
35.0;0.0;0.0;1.5;9.0;False;0.0;0.0;0.0;0.0;0.0;61.0
184.0;6.0;0.0;1.25;15.0;False;1.0;0.0;0.0;0.0;0.0;327.0
184.0;6.0;0.0;1.25;15.0;False;1.0;0.0;0.0;0.0;0.0;327.0
184.0;6.0;0.0;1.25;15.0;False;1.0;0.0;0.0;0.0;0.0;327.0
184.0;6.0;0.0;1.25;15.0;False;1.0;0.0;0.0;0.0;0.0;327.0
178.0;0.0;0.0;1.788888889;26.833333333000002;False;1.0;0.0;0.0;0.0;0.0;393.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;14.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;13.0
60.0;0.0;0.0;3.714285714;26.0;False;0.0;1.0;0.0;0.0;0.0;98.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;15.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;13.0
7.0;1.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;12.0
7.0;1.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;12.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
15.0;2.0;0.0;1.25;5.0;False;0.0;0.0;0.0;0.0;0.0;22.0
15.0;2.0;0.0;1.25;5.0;False;0.0;0.0;0.0;0.0;0.0;21.0
15.0;2.0;0.0;1.25;5.0;False;0.0;0.0;0.0;0.0;0.0;22.0
22.0;4.0;0.0;2.25;9.0;False;0.0;1.0;0.0;0.0;0.0;49.0
35.0;2.0;0.0;1.666666667;5.0;False;1.0;0.0;0.0;0.0;0.0;52.0
145.0;9.0;0.0;1.96875;31.5;False;1.0;0.0;0.0;0.0;0.0;270.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;14.0
223.0;1.0;0.0;1.853174603;38.916666667;False;1.0;1.0;0.0;0.0;0.0;268.0
9.0;1.0;0.0;1.5;3.0;False;0.0;0.0;0.0;0.0;0.0;13.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;12.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;12.0
7.0;2.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;12.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
27.0;2.0;0.0;1.666666667;5.0;False;0.0;0.0;0.0;0.0;0.0;51.0
5.0;0.0;0.0;1.0;3.0;False;0.0;0.0;0.0;0.0;0.0;19.0
42.0;4.0;0.0;1.2;6.0;False;0.0;1.0;0.0;0.0;0.0;68.0
42.0;4.0;0.0;1.2;6.0;False;0.0;1.0;0.0;0.0;0.0;68.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
56.0;2.0;0.0;2.3;11.5;False;1.0;2.0;0.0;0.0;0.0;95.0
95.0;25.0;0.0;1.553333333;38.833333333;False;19.0;0.0;0.0;0.0;0.0;212.0
6.0;0.0;0.0;1.0;4.0;False;0.0;0.0;0.0;0.0;0.0;22.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
52.0;7.0;0.0;1.857142857;13.0;False;2.0;0.0;0.0;0.0;0.0;68.0
55.0;11.0;0.0;1.909090909;21.0;False;1.0;0.0;0.0;0.0;0.0;131.0
89.0;2.0;0.0;2.479166667;19.833333333;False;1.0;0.0;0.0;0.0;0.0;143.0
9.0;0.0;0.0;1.857142857;13.0;False;0.0;0.0;0.0;0.0;0.0;41.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
18.0;2.0;0.0;1.333333333;4.0;False;2.0;1.0;0.0;0.0;0.0;23.0
37.0;3.0;0.0;1.75;7.0;False;1.0;0.0;0.0;0.0;0.0;63.0
56.0;2.0;0.0;1.666666667;5.0;False;0.0;0.0;0.0;0.0;0.0;54.0
22.0;2.0;0.0;1.666666667;5.0;True;1.0;0.0;0.0;0.0;0.0;35.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
14.0;3.0;0.0;1.333333333;4.0;False;0.0;0.0;0.0;0.0;0.0;18.0
23.0;3.0;0.0;1.75;7.0;False;1.0;0.0;0.0;0.0;0.0;32.0
34.0;7.0;0.0;2.0;14.0;False;0.0;0.0;0.0;0.0;0.0;108.0
34.0;7.0;0.0;2.0;14.0;False;0.0;0.0;0.0;0.0;0.0;108.0
5.0;0.0;0.0;2.0;6.0;False;0.0;0.0;0.0;0.0;0.0;24.0
31.0;8.0;0.0;2.125;17.0;False;1.0;0.0;0.0;0.0;0.0;47.0
9.0;1.0;0.0;1.0;2.0;False;0.0;0.0;0.0;0.0;0.0;18.0
3.0;0.0;0.0;2.0;2.0;False;0.0;0.0;0.0;0.0;0.0;14.0
18.0;3.0;0.0;2.0;8.0;False;0.0;1.0;0.0;0.0;0.0;38.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;9.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;10.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;10.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;10.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;10.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;9.0
3.0;0.0;0.0;1.0;1.0;False;0.0;0.0;0.0;0.0;0.0;10.0
9.0;1.0;0.0;2.0;2.0;False;0.0;1.0;0.0;0.0;0.0;12.0
20.0;1.0;0.0;2.0;2.0;False;1.0;1.0;0.0;0.0;0.0;26.0
59.0;6.0;0.0;2.083333333;12.5;False;1.0;6.0;0.0;0.0;0.0;121.0
15.0;2.0;0.0;2.0;4.0;False;0.0;0.0;0.0;0.0;0.0;21.0
11.0;1.0;0.0;1.5;3.0;False;0.0;1.0;0.0;0.0;0.0;19.0
62.0;5.0;0.0;1.833333333;11.0;False;1.0;0.0;0.0;0.0;0.0;82.0
67.0;9.0;0.0;17.338888889;208.06666666700002;False;1.0;11.0;0.0;0.0;0.0;91.0
44.0;5.0;0.0;1.333333333;8.0;False;1.0;5.0;0.0;0.0;0.0;81.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
34.0;4.0;0.0;0.8;4.0;False;4.0;1.0;0.0;0.0;0.0;54.0
21.0;5.0;0.0;1.2;6.0;False;0.0;0.0;0.0;0.0;0.0;28.0
8.0;1.0;0.0;1.5;3.0;False;1.0;1.0;0.0;0.0;0.0;14.0
26.0;5.0;0.0;2.666666667;16.0;False;0.0;5.0;0.0;0.0;0.0;66.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
80.0;5.0;2.0;3.166666667;19.0;False;2.0;5.0;0.0;0.0;0.0;135.0
3.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;5.0
124.0;30.0;27.0;1.870967742;58.0;False;28.0;1.0;0.0;0.0;0.0;310.0
41.0;1.0;4.0;2.5;10.0;False;4.0;0.0;0.0;0.0;0.0;74.0
9.0;1.0;0.0;0.5;1.0;False;0.0;1.0;0.0;0.0;0.0;14.0
46.0;2.0;0.0;1.75;7.0;False;1.0;0.0;0.0;0.0;0.0;89.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
