NumberOfStringLiterals_count;Returns_min;WMC_CK_mean;NumberOfParameters_CK_mean;IsConstructor_count;NumberOfMathOperations_min;NumberOfAssignments_75%;NumberOfMathOperations_50%;NumberOfComparisons_50%;NumberOfInnerClasses_count;NumberOfModifiers_count;NumberOfLoops_min;NumberOfTryCatch_75%;NumberOfMathOperations_max;NumberOfComparisons_25%;NumberOfAnonymousClasses_25%;NumberOfAssignments_max;NumberOfModifiers_75%;NumberOfParenthesizedExps_50%;NumberOfVariables_25%;NumberOfAnonymousClasses_std;NumberOfLogStatements_count;WMC_CK_min;NumberOfParameters_CK_75%;Returns_25%;NumberOfVariables_min;NumberOfLambdas_count;NumberOfModifiers_min;RFC_mean;Bugged;NumberOfUniqueWords_max;NumberOfParenthesizedExps_std;Returns_max;NumberOfAnonymousClasses_max;LOCMethod_CK_50%;NumberOfLogStatements_std;NumberOfLambdas_50%;CBO_min;NumberOfUniqueWords_75%;NumberOfNumbers_25%;MaxNumberOfNestedBlocks_std;RFC_std;NumberOfInnerClasses_max;NumberOfAssignments_std;MaxNumberOfNestedBlocks_50%;Returns_75%;NumberOfLogStatements_max;NumberOfMathOperations_count;NumberOfAnonymousClasses_min;NumberOfMathOperations_mean;NumberOfParameters_CK_max;RFC_75%;MaxNumberOfNestedBlocks_min;LOCMethod_CK_count;NumberOfLambdas_mean;NumberOfParameters_CK_std;NumberOfLambdas_75%;NumberOfAssignments_25%;NumberOfInnerClasses_75%;NumberOfAssignments_count;NumberOfLogStatements_min;RFC_25%;NumberOfStringLiterals_max;NumberOfModifiers_50%;Returns_mean;NumberOfInnerClasses_std;NumberOfParenthesizedExps_min;NumberOfLoops_75%;NumberOfUniqueWords_count;NumberOfVariables_count;NumberOfAnonymousClasses_75%;NumberOfAnonymousClasses_50%;NumberOfNumbers_mean;NumberOfUniqueWords_25%;NumberOfTryCatch_max;NumberOfStringLiterals_std;NumberOfTryCatch_25%;NumberOfNumbers_min;NumberOfAssignments_mean;IsConstructor_unique;NumberOfUniqueWords_min;NumberOfStringLiterals_25%;LOCMethod_CK_75%;NumberOfLoops_count;NumberOfVariables_75%;NumberOfAnonymousClasses_count;WMC_CK_count;NumberOfComparisons_std;NumberOfVariables_std;NumberOfModifiers_25%;NumberOfLogStatements_75%;CBO_mean;NumberOfVariables_50%;NumberOfLogStatements_25%;NumberOfMathOperations_std;NumberOfParenthesizedExps_25%;LOCMethod_CK_std;RFC_min;NumberOfStringLiterals_75%;LOCMethod_CK_max;NumberOfStringLiterals_mean;NumberOfLoops_50%;NumberOfInnerClasses_min;WMC_CK_75%;NumberOfLambdas_25%;NumberOfLoops_max;CBO_25%;NumberOfNumbers_std;RFC_50%;MaxNumberOfNestedBlocks_count;MaxNumberOfNestedBlocks_25%;NumberOfMathOperations_25%;CBO_50%;NumberOfMathOperations_75%;NumberOfComparisons_min;NumberOfNumbers_count;NumberOfLoops_std;NumberOfVariables_mean;NumberOfParameters_CK_50%;NumberOfComparisons_mean;NumberOfLogStatements_mean;NumberOfAssignments_min;NumberOfLoops_mean;NumberOfUniqueWords_std;LOCMethod_CK_mean;IsConstructor_freq;NumberOfAnonymousClasses_mean;WMC_CK_max;WMC_CK_50%;CBO_count;NumberOfParameters_CK_25%;NumberOfStringLiterals_50%;NumberOfTryCatch_count;NumberOfUniqueWords_50%;NumberOfStringLiterals_min;NumberOfLambdas_max;NumberOfComparisons_75%;NumberOfLoops_25%;NumberOfLambdas_min;Returns_50%;Returns_std;NumberOfUniqueWords_mean;MaxNumberOfNestedBlocks_mean;NumberOfTryCatch_std;NumberOfAssignments_50%;NumberOfParenthesizedExps_mean;NumberOfInnerClasses_50%;NumberOfTryCatch_50%;IsConstructor_top;NumberOfParameters_CK_min;WMC_CK_std;RFC_max;NumberOfNumbers_50%;NumberOfParenthesizedExps_max;MaxNumberOfNestedBlocks_75%;NumberOfVariables_max;NumberOfParenthesizedExps_count;NumberOfInnerClasses_mean;NumberOfModifiers_std;NumberOfModifiers_mean;NumberOfParameters_CK_count;MaxNumberOfNestedBlocks_max;LOCMethod_CK_min;NumberOfParenthesizedExps_75%;NumberOfModifiers_max;RFC_count;NumberOfComparisons_max;CBO_75%;NumberOfInnerClasses_25%;Returns_count;CBO_max;WMC_CK_25%;NumberOfTryCatch_min;NumberOfNumbers_75%;NumberOfLogStatements_50%;NumberOfLambdas_std;NumberOfComparisons_count;CBO_std;NumberOfTryCatch_mean;NumberOfNumbers_max;LOCMethod_CK_25%
2.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.5;0.25;0.0;2.0;1.0;0.5;False;3.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.75;0.0;2.0;0.0;0.0;2.0;0.75;0.0;2.0;0.0;1.4142135623730951;0.0;0.0;0.0;2.0;0.0;0.25;0.0;1.0;0.5;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;2.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;1.0;2.0;0.5;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.5;0.7071067811865476;3.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0
8.0;2.0;8.5;2.875;8.0;0.0;7.0;0.0;1.5;8.0;8.0;0.0;2.0;2.0;1.0;0.0;7.0;4.0;0.0;4.0;0.0;8.0;2.0;4.0;3.0;1.0;8.0;2.0;7.625;True;58.0;0.3535533905932738;11.0;0.0;32.0;0.0;0.0;1.0;50.25;0.0;1.0606601717798212;3.9256482631170977;0.0;2.1001700611413083;4.0;5.0;0.0;8.0;0.0;0.75;4.0;7.5;1.0;8.0;0.0;1.1259916264596033;0.0;5.75;0.0;8.0;0.0;6.75;4.0;4.0;4.625;0.0;0.0;0.0;8.0;8.0;0.0;0.0;2.125;35.0;2.0;1.807721533549109;1.0;0.0;5.875;1.0;18.0;0.75;34.0;8.0;6.0;8.0;8.0;1.8468119248354136;1.9086270308410556;4.0;0.0;5.75;5.0;0.0;1.035098339013531;0.0;11.7108008753824;2.0;4.0;48.0;1.875;0.0;0.0;9.0;0.0;0.0;6.0;5.6172565749279615;7.0;8.0;3.0;0.0;6.0;2.0;1.0;8.0;0.0;4.75;3.0;2.375;0.0;1.0;0.0;12.466383368311527;29.5;8.0;0.0;17.0;8.5;8.0;2.0;1.0;8.0;38.0;0.0;0.0;3.25;0.0;0.0;4.0;2.8252686345094435;40.375;3.375;0.7071067811865476;7.0;0.125;0.0;1.0;False;1.0;4.1747540560578456;16.0;0.0;1.0;4.0;7.0;8.0;0.0;0.7071067811865476;3.75;8.0;4.0;7.0;0.0;4.0;8.0;6.0;6.25;0.0;8.0;8.0;7.5;0.0;0.25;0.0;0.0;8.0;2.052872551885702;1.25;16.0;24.75
5.0;0.0;2.0;1.2;5.0;0.0;2.0;0.0;0.0;5.0;5.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;5.0;1.0;1.2;True;15.0;0.0;3.0;0.0;5.0;0.0;0.0;0.0;11.0;0.0;0.5477225575051662;1.3038404810405295;0.0;1.3038404810405295;0.0;2.0;0.0;5.0;0.0;0.4;3.0;2.0;0.0;5.0;0.0;1.095445115010332;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.4;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.4;9.0;0.0;0.0;0.0;0.0;1.2;2.0;2.0;0.0;9.0;5.0;1.0;5.0;5.0;1.0954451150103324;0.8944271909999157;1.0;0.0;0.6;0.0;0.0;0.8944271909999161;0.0;3.3166247903554;0.0;0.0;10.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.8944271909999161;1.0;5.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.6;1.0;0.8;0.0;0.0;0.0;4.774934554525329;6.0;4.0;0.0;4.0;1.0;5.0;1.0;0.0;5.0;11.0;0.0;0.0;2.0;0.0;0.0;1.0;1.1401754250991378;9.6;0.4;0.0;1.0;0.0;0.0;0.0;False;0.0;1.4142135623730951;3.0;0.0;0.0;1.0;2.0;5.0;0.0;0.0;1.0;5.0;1.0;3.0;0.0;1.0;5.0;2.0;1.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.5477225575051662;0.0;2.0;3.0
14.0;0.0;3.7142857142857135;0.7857142857142857;14.0;0.0;4.0;0.0;1.5;14.0;14.0;0.0;0.0;1.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;14.0;1.0;1.0;1.0;0.0;14.0;1.0;2.7857142857142856;True;31.0;0.5789342235218395;5.0;0.0;11.5;0.0;0.0;0.0;24.0;0.0;1.3827826698682306;2.22498302253061;0.0;2.0380986614602725;1.0;2.0;0.0;14.0;0.0;0.07142857142857142;2.0;4.0;0.0;14.0;0.0;0.6992932067530679;0.0;0.0;0.0;14.0;0.0;1.0;1.0;1.0;1.4285714285714286;0.0;0.0;0.75;14.0;14.0;0.0;0.0;0.8571428571428571;12.5;0.0;0.26726124191242434;0.0;0.0;2.0;1.0;6.0;0.0;15.75;14.0;1.75;14.0;14.0;1.7743595036946846;1.2688144505364485;1.0;0.0;0.2857142857142857;1.0;0.0;0.26726124191242434;0.0;6.35099715282292;0.0;0.0;18.0;0.07142857142857142;0.0;0.0;5.0;0.0;1.0;0.0;1.027105182026191;2.5;14.0;0.0;0.0;0.0;0.0;0.0;14.0;0.4688072309384954;1.0714285714285714;1.0;1.9285714285714288;0.0;0.0;0.2857142857142857;7.8463962470636215;9.785714285714286;14.0;0.0;8.0;3.5;14.0;0.0;0.0;14.0;20.5;0.0;0.0;2.75;0.0;0.0;1.0;1.2224996910042534;19.214285714285715;1.2857142857142858;0.0;1.0;0.21428571428571427;0.0;0.0;False;0.0;2.43147854444326;6.0;0.5;2.0;3.0;4.0;14.0;0.0;0.2672612419124244;1.0714285714285714;14.0;3.0;3.0;0.0;2.0;14.0;6.0;0.75;0.0;14.0;1.0;2.0;0.0;1.75;0.0;0.0;14.0;0.4688072309384954;0.0;3.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;4.0;1.0;True;11.0;0.0;1.0;0.0;3.0;0.0;0.0;4.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;0.0;3.0;0.0;4.0;1.0;0.0;4.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
3.0;0.0;2.333333333333333;1.6666666666666667;3.0;0.0;3.5;0.0;1.0;3.0;3.0;0.0;0.0;1.0;1.0;0.0;4.0;2.5;0.0;0.5;0.0;3.0;2.0;2.0;0.5;0.0;3.0;1.0;2.333333333333333;True;15.0;1.1547005383792517;1.0;0.0;9.0;0.0;0.0;0.0;14.0;0.0;0.5773502691896258;2.516611478423584;0.0;2.081665999466133;1.0;1.0;0.0;3.0;0.0;0.3333333333333333;2.0;3.5;0.0;3.0;0.0;0.5773502691896257;0.0;1.5;0.0;3.0;0.0;1.0;0.0;1.0;0.6666666666666666;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.3333333333333333;8.0;0.0;0.0;0.0;0.0;2.333333333333333;2.0;3.0;0.0;9.5;3.0;2.0;3.0;3.0;0.0;1.5275252316519468;1.0;0.0;3.333333333333333;1.0;0.0;0.5773502691896258;0.0;3.7859388972001824;0.0;0.0;10.0;0.0;0.0;0.0;2.5;0.0;0.0;2.0;0.5773502691896258;2.0;3.0;0.5;0.0;4.0;0.5;1.0;3.0;0.0;1.3333333333333333;2.0;1.0;0.0;0.0;0.0;6.429100507328637;7.333333333333332;2.0;0.0;3.0;2.0;3.0;1.5;0.0;3.0;13.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5773502691896258;10.333333333333334;0.6666666666666666;0.0;3.0;0.6666666666666666;0.0;0.0;False;1.0;0.5773502691896258;5.0;0.0;2.0;1.0;3.0;3.0;0.0;1.7320508075688772;2.0;3.0;1.0;3.0;1.0;4.0;3.0;1.0;5.0;0.0;3.0;6.0;2.0;0.0;0.5;0.0;0.0;3.0;3.055050463303893;0.0;1.0;6.0
20.0;0.0;1.65;0.55;20.0;0.0;1.0;0.0;0.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.22360679774997896;20.0;1.0;1.0;1.0;0.0;20.0;1.0;1.75;True;47.0;0.44721359549995787;5.0;1.0;3.0;0.30779350562554625;0.0;0.0;14.25;0.0;0.4701623459816272;1.446411166701189;0.0;0.9233805168766388;0.0;1.0;1.0;20.0;0.0;0.0;2.0;2.25;0.0;20.0;0.0;0.6863327411532597;0.0;0.0;0.0;20.0;0.0;1.0;1.0;1.0;1.25;0.0;0.0;0.0;20.0;20.0;0.0;0.0;0.25;7.0;0.0;0.22360679774997894;0.0;0.0;0.7;1.0;2.0;0.0;7.0;20.0;1.0;20.0;20.0;1.2311740225021852;0.7591546545162483;1.0;0.0;1.95;0.0;0.0;0.0;0.0;3.8539112053792017;0.0;0.0;16.0;0.05;0.0;0.0;2.0;0.0;0.0;1.0;0.5501196042201808;1.0;20.0;0.0;0.0;1.5;0.0;0.0;20.0;0.0;0.55;0.0;0.6;0.1;0.0;0.0;13.11999277920212;5.7;20.0;0.05;5.0;1.0;20.0;0.0;0.0;20.0;10.0;0.0;0.0;1.0;0.0;0.0;1.0;0.9665456669582608;14.85;0.3;0.0;0.0;0.1;0.0;0.0;False;0.0;1.0894228312566052;6.0;0.0;2.0;1.0;2.0;20.0;0.0;0.9233805168766388;1.3;20.0;1.0;3.0;0.0;4.0;20.0;5.0;2.25;0.0;20.0;5.0;1.0;0.0;0.0;0.0;0.0;20.0;1.5035046776746237;0.0;2.0;3.0
2.0;0.0;1.0;0.5;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.75;0.25;0.0;2.0;1.0;0.5;False;3.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.7071067811865476;0.0;0.0;0.0;0.75;0.0;2.0;0.0;0.0;1.0;0.75;0.0;2.0;0.0;0.7071067811865476;0.0;0.0;0.0;2.0;0.0;0.25;0.0;1.0;0.5;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;2.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;1.0;2.0;0.25;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.5;0.7071067811865476;3.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0
2.0;0.0;3.5;0.5;2.0;0.0;8.25;0.5;1.0;2.0;2.0;0.0;0.0;1.0;0.5;0.0;11.0;1.0;0.0;1.0;0.0;2.0;1.0;0.75;0.5;0.0;2.0;1.0;4.5;True;31.0;0.0;2.0;0.0;13.5;0.0;0.0;0.0;24.0;2.25;1.4142135623730951;6.363961030678928;0.0;7.7781745930520225;1.0;1.5;0.0;2.0;0.0;0.5;1.0;6.75;0.0;2.0;0.0;0.7071067811865476;0.0;2.75;0.0;2.0;0.0;2.25;0.0;1.0;1.0;0.0;0.0;0.75;2.0;2.0;0.0;0.0;4.5;10.0;0.0;0.0;0.0;0.0;5.5;2.0;3.0;0.0;19.25;2.0;3.0;2.0;2.0;1.4142135623730951;2.8284271247461903;1.0;0.0;3.0;2.0;0.0;0.7071067811865476;0.0;16.263455967290593;0.0;0.0;25.0;0.0;0.5;0.0;4.75;0.0;1.0;1.5;6.363961030678928;4.5;2.0;0.5;0.25;3.0;0.75;0.0;2.0;0.7071067811865476;2.0;0.5;1.0;0.0;0.0;0.5;19.798989873223327;13.5;1.0;0.0;6.0;3.5;2.0;0.25;0.0;2.0;17.0;0.0;0.0;1.5;0.25;0.0;1.0;1.4142135623730951;17.0;1.0;0.0;5.5;0.0;0.0;0.0;True;0.0;3.5355339059327378;9.0;4.5;0.0;1.5;4.0;2.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;2.0;2.0;4.5;0.0;2.0;6.0;2.25;0.0;6.75;0.0;0.0;2.0;4.242640687119285;0.0;9.0;7.75
10.0;0.0;4.0;1.7;10.0;0.0;5.25;0.0;0.0;10.0;10.0;0.0;0.0;1.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;10.0;1.0;2.0;1.0;0.0;10.0;2.0;3.6;True;39.0;0.0;2.0;0.0;9.0;0.0;0.0;0.0;20.25;0.0;1.5055453054181622;2.4129281427805145;0.0;3.064129385141706;1.0;1.75;0.0;10.0;0.0;0.1;2.0;5.5;0.0;10.0;0.0;0.6749485577105528;0.0;0.0;0.0;10.0;0.0;1.5;3.0;2.0;1.2;0.0;0.0;0.75;10.0;10.0;0.0;0.0;2.0;13.0;0.0;1.0801234497346437;0.0;0.0;2.5;1.0;9.0;0.0;21.25;10.0;2.75;10.0;10.0;1.4491376746189435;2.485513584307633;2.0;0.0;2.5;0.5;0.0;0.31622776601683794;0.0;9.18694726228468;1.0;0.0;29.0;0.5;0.0;0.0;6.0;0.0;3.0;1.0;3.333333333333333;3.0;10.0;0.0;0.0;2.0;0.0;0.0;10.0;0.97182531580755;1.8;2.0;0.9;0.0;0.0;0.5;8.422192905255336;13.2;10.0;0.0;10.0;2.5;10.0;2.0;0.0;10.0;14.5;0.0;0.0;1.0;0.0;0.0;1.0;0.6324555320336759;17.6;1.4;0.0;1.0;0.0;0.0;0.0;False;0.0;3.055050463303893;8.0;0.0;0.0;2.75;7.0;10.0;0.0;0.8432740427115679;2.4;10.0;4.0;4.0;0.0;4.0;10.0;4.0;3.0;0.0;10.0;7.0;2.0;0.0;2.5;0.0;0.0;10.0;2.1213203435596424;0.0;9.0;6.25
5.0;0.0;1.8;1.0;5.0;0.0;2.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;5.0;1.0;2.0;0.0;0.0;5.0;0.0;2.6;False;23.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;12.0;0.0;1.0954451150103324;3.5777087639996634;0.0;1.3038404810405295;0.0;1.0;0.0;5.0;0.0;0.0;3.0;6.0;0.0;5.0;0.0;1.4142135623730951;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.8;0.0;0.0;1.0;5.0;5.0;0.0;0.0;0.2;3.0;0.0;0.4472135954999579;0.0;0.0;1.2;2.0;3.0;0.0;11.0;5.0;1.0;5.0;5.0;0.0;0.8944271909999159;0.0;0.0;0.6;0.0;0.0;0.0;0.0;4.69041575982343;0.0;0.0;13.0;0.2;0.0;0.0;3.0;0.0;1.0;0.0;0.4472135954999579;0.0;5.0;0.0;0.0;1.0;0.0;0.0;5.0;0.5477225575051662;0.6;0.0;0.0;0.0;0.0;0.4;8.228000972289685;7.0;4.0;0.0;3.0;1.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.8366600265340756;10.2;0.8;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0954451150103324;7.0;0.0;0.0;2.0;2.0;5.0;0.0;1.7320508075688772;1.0;5.0;2.0;3.0;0.0;4.0;5.0;0.0;1.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.5477225575051662;0.0;1.0;3.0
2.0;1.0;2.5;0.5;2.0;0.0;3.75;0.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;5.0;3.25;0.5;1.0;0.0;2.0;2.0;0.75;1.0;0.0;2.0;1.0;2.0;False;11.0;0.7071067811865476;1.0;0.0;8.0;0.0;0.0;0.0;9.0;1.25;1.4142135623730951;2.8284271247461903;0.0;3.5355339059327378;1.0;1.0;0.0;2.0;0.0;0.0;1.0;3.0;0.0;2.0;0.0;0.7071067811865476;0.0;1.25;0.0;2.0;0.0;1.0;0.0;2.5;1.0;0.0;0.0;0.75;2.0;2.0;0.0;0.0;1.5;5.0;0.0;0.0;0.0;1.0;2.5;1.0;3.0;0.0;10.5;2.0;3.0;2.0;2.0;0.0;2.8284271247461903;1.75;0.0;1.0;2.0;0.0;0.0;0.25;7.071067811865476;0.0;0.0;13.0;0.0;0.5;0.0;2.75;0.0;1.0;0.5;0.7071067811865476;2.0;2.0;0.5;0.0;1.0;0.0;1.0;2.0;0.7071067811865476;2.0;0.5;1.0;0.0;0.0;0.5;5.656854249492381;8.0;2.0;0.0;3.0;2.5;2.0;0.25;0.0;2.0;7.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;7.0;1.0;0.0;2.5;0.5;0.0;0.0;False;0.0;0.7071067811865476;4.0;1.5;1.0;1.5;4.0;2.0;0.0;2.1213203435596424;2.5;2.0;2.0;3.0;0.75;4.0;2.0;1.0;1.5;0.0;2.0;2.0;2.25;0.0;1.75;0.0;0.0;2.0;1.4142135623730951;0.0;2.0;5.5
2.0;1.0;1.5;0.5;2.0;0.0;0.0;0.0;0.5;2.0;2.0;0.0;0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;2.0;1.0;0.75;1.0;0.0;2.0;0.0;1.0;False;6.0;0.0;1.0;0.0;4.5;0.0;0.0;0.0;5.25;0.0;0.7071067811865476;1.4142135623730951;0.0;0.0;0.5;1.0;0.0;2.0;0.0;0.0;1.0;1.5;0.0;2.0;0.0;0.7071067811865476;0.0;0.0;0.0;2.0;0.0;0.5;0.0;0.5;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.75;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;5.25;2.0;0.0;2.0;2.0;0.7071067811865476;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.0;2.1213203435596424;0.0;0.0;6.0;0.0;0.0;0.0;1.75;0.0;0.0;0.25;0.0;1.0;2.0;0.25;0.0;0.5;0.0;0.0;2.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;2.1213203435596424;4.5;2.0;0.0;2.0;1.5;2.0;0.25;0.0;2.0;4.5;0.0;0.0;0.75;0.0;0.0;1.0;0.0;4.5;0.5;0.0;0.0;0.0;0.0;0.0;False;0.0;0.7071067811865476;2.0;0.0;0.0;0.75;0.0;2.0;0.0;0.7071067811865476;0.5;2.0;1.0;3.0;0.0;1.0;2.0;1.0;0.75;0.0;2.0;1.0;1.25;0.0;0.0;0.0;0.0;2.0;0.7071067811865476;0.0;0.0;3.75
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;False;3.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
