VG;Fout;MCLC;NBD;Di;NCOMP;IOVars;Fin;NOP;NVAR;BuggedMethods;Si;Ci
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
7.0;0.0;8.0;3.0;2.0;5.0;2.0;0.0;1.0;3.0;True;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
3.0;0.0;4.0;1.0;2.0;4.0;2.0;0.0;1.0;0.0;True;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
5.0;0.0;4.0;3.0;2.0;0.0;2.0;0.0;1.0;4.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
7.0;0.0;9.0;3.0;2.0;5.0;2.0;0.0;1.0;4.0;False;0.0;2.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
2.0;0.0;2.0;2.0;2.0;0.0;2.0;0.0;1.0;2.0;False;0.0;2.0
6.0;0.0;9.0;2.0;1.0;7.0;1.0;0.0;1.0;2.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
11.0;0.0;17.0;3.0;1.0;11.0;1.0;0.0;1.0;6.0;False;0.0;1.0
2.0;0.0;3.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;False;0.0;1.0
2.0;1.0;3.0;2.0;0.0;3.0;0.0;2.0;0.0;0.0;False;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;1.0;0.0;False;0.0;2.0
2.0;0.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;1.0;1.0;2.0;0.5;1.0;1.0;3.0;0.0;0.0;False;1.0;1.5
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
2.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
3.0;0.0;3.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;1.0;3.0;1.0;0.5;3.0;1.0;0.0;1.0;0.0;False;1.0;1.5
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
2.0;0.0;3.0;1.0;1.0;3.0;1.0;2.0;0.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
4.0;0.0;5.0;3.0;1.0;3.0;1.0;0.0;1.0;2.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
3.0;0.0;17.0;3.0;1.0;15.0;1.0;0.0;0.0;2.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;False;0.0;1.0
4.0;1.0;4.0;4.0;0.5;1.0;1.0;0.0;1.0;3.0;False;1.0;1.5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
2.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;2.0;6.0;2.0;0.333333333;4.0;1.0;0.0;1.0;2.0;False;4.0;4.333333333
10.0;0.0;16.0;3.0;1.0;12.0;1.0;2.0;0.0;4.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;False;0.0;1.0
2.0;0.0;2.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;False;0.0;1.0
7.0;6.0;7.0;4.0;0.14285714300000002;7.0;1.0;0.0;0.0;0.0;False;36.0;36.142857143
1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
4.0;2.0;5.0;4.0;0.333333333;2.0;1.0;0.0;1.0;3.0;False;4.0;4.333333333
2.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
2.0;1.0;1.0;2.0;0.5;0.0;1.0;0.0;0.0;1.0;False;1.0;1.5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
2.0;0.0;2.0;2.0;1.0;1.0;1.0;4.0;0.0;1.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;0.0;3.0;1.0;2.0;3.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
9.0;0.0;9.0;2.0;2.0;1.0;2.0;0.0;1.0;8.0;False;0.0;2.0
19.0;0.0;27.0;4.0;2.0;13.0;2.0;0.0;1.0;14.0;False;0.0;2.0
2.0;0.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;False;0.0;2.0
7.0;0.0;15.0;2.0;2.0;8.0;2.0;0.0;1.0;7.0;False;0.0;2.0
2.0;0.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;False;0.0;2.0
5.0;0.0;7.0;2.0;2.0;2.0;2.0;0.0;1.0;5.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
4.0;0.0;3.0;3.0;1.0;2.0;1.0;0.0;0.0;1.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
3.0;0.0;4.0;2.0;1.0;2.0;1.0;0.0;0.0;2.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
2.0;0.0;2.0;2.0;1.0;1.0;1.0;10.0;0.0;1.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
2.0;0.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;1.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
2.0;0.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;False;0.0;2.0
1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;False;0.0;1.0
6.0;9.0;3.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;False;81.0;81.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;False;0.0;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
4.0;0.0;5.0;3.0;1.0;3.0;1.0;0.0;1.0;2.0;False;0.0;1.0
2.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;False;0.0;1.0
2.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
4.0;0.0;5.0;3.0;1.0;3.0;1.0;0.0;1.0;2.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;False;0.0;1.0
1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;False;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
7.0;6.0;10.0;4.0;0.14285714300000002;7.0;1.0;0.0;1.0;3.0;False;36.0;36.142857143
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0
2.0;2.0;3.0;2.0;0.333333333;3.0;1.0;0.0;1.0;0.0;False;4.0;4.333333333
